,source,target,weight
864,植物,空,0.21875
865,植物,美しさ,0.55625
866,植物,儚さ,0.6124999999999999
867,植物,踊り,0.1625
868,植物,スカート,0.10625
869,植物,夜,0.16250000000000003
870,植物,音楽,0.21875000000000003
871,植物,回る,0.10625
872,植物,揺れる,0.33125000000000004
873,植物,舞台,0.10625000000000001
874,成長,笑顔,0.3875
875,成長,花,0.78125
876,成長,粉雪,0.05
877,成長,羽毛,0.275
878,成長,蝶,0.55625
879,成長,踊り子,0.21875000000000003
880,成長,笑う,0.275
881,成長,明るい,0.33125
882,成長,嬉しい,0.6125
883,成長,美しい,0.5
884,成長,可愛い,0.5
885,成長,表情,0.21875000000000003
886,成長,癒し,0.21875
887,成長,子供,0.78125
888,成長,咲く,0.89375
889,成長,きれい,0.33125000000000004
890,成長,鮮やか,0.275
891,成長,枯れる,0.6125
892,成長,植物,0.78125
893,成長,水,0.05
894,成長,やわらかい,0.21875000000000003
895,成長,冷たい,0.05
896,成長,降る,0.05
897,成長,融ける,0.21875
898,成長,白い,0.1625
899,成長,寒い,0.10625
900,成長,灰色,0.05
901,成長,あたたかい,0.33125000000000004
902,成長,鳥,0.33125
903,成長,布団,0.10625
904,成長,ふわふわ,0.21875
905,成長,羽,0.33125000000000004
906,成長,軽い,0.1625
907,成長,舞う,0.275
908,成長,飛ぶ,0.5
909,成長,女性,0.33125000000000004
910,成長,空,0.275
911,成長,美しさ,0.5
912,成長,儚さ,0.275
913,成長,踊り,0.16250000000000003
914,成長,スカート,0.10625000000000001
915,成長,夜,0.275
916,成長,音楽,0.10625
917,成長,回る,0.1625
918,成長,揺れる,0.05
919,成長,舞台,0.44375000000000003
920,水,笑顔,0.10625
921,水,花,0.44375
922,水,粉雪,0.16250000000000003
923,水,羽毛,0.05
924,水,蝶,0.21875
925,水,踊り子,0.16250000000000003
926,水,笑う,0.05
927,水,明るい,0.21875000000000003
928,水,嬉しい,0.10625
929,水,美しい,0.6687500000000001
930,水,可愛い,0.05
931,水,表情,0.05
932,水,癒し,0.55625
933,水,子供,0.10625
934,水,咲く,0.1625
935,水,きれい,0.78125
936,水,鮮やか,0.10625
937,水,枯れる,0.33125000000000004
938,水,植物,0.5562499999999999
939,水,成長,0.21875
940,水,やわらかい,0.33125
941,水,冷たい,0.8375
942,水,降る,0.78125
943,水,融ける,0.275
944,水,白い,0.1625
945,水,寒い,0.725
946,水,灰色,0.05
947,水,あたたかい,0.33125
948,水,鳥,0.3875
949,水,布団,0.05
950,水,ふわふわ,0.05
951,水,羽,0.16250000000000003
952,水,軽い,0.275
953,水,舞う,0.16250000000000003
954,水,飛ぶ,0.10625000000000001
955,水,女性,0.05
956,水,空,0.5
957,水,美しさ,0.55625
958,水,儚さ,0.21875000000000003
959,水,踊り,0.16250000000000003
960,水,スカート,0.05
961,水,夜,0.05
962,水,音楽,0.16250000000000003
963,水,回る,0.21875000000000003
964,水,揺れる,0.44375
965,水,舞台,0.1625
966,やわらかい,笑顔,0.66875
967,やわらかい,花,0.6125
968,やわらかい,粉雪,0.6125
969,やわらかい,羽毛,0.78125
970,やわらかい,蝶,0.33125000000000004
971,やわらかい,踊り子,0.16250000000000003
972,やわらかい,笑う,0.44375
973,やわらかい,明るい,0.55625
974,やわらかい,嬉しい,0.5
975,やわらかい,美しい,0.3875
976,やわらかい,可愛い,0.725
977,やわらかい,表情,0.66875
978,やわらかい,癒し,0.78125
979,やわらかい,子供,0.55625
980,やわらかい,咲く,0.21875000000000003
981,やわらかい,きれい,0.10625
982,やわらかい,鮮やか,0.1625
983,やわらかい,枯れる,0.05
984,やわらかい,植物,0.275
985,やわらかい,成長,0.21875
986,やわらかい,水,0.21875000000000003
987,やわらかい,冷たい,0.05
988,やわらかい,降る,0.10625
989,やわらかい,融ける,0.5
990,やわらかい,白い,0.725
991,やわらかい,寒い,0.05
992,やわらかい,灰色,0.10625
993,やわらかい,あたたかい,0.8375
994,やわらかい,鳥,0.38749999999999996
995,やわらかい,布団,0.8374999999999999
996,やわらかい,ふわふわ,0.89375
997,やわらかい,羽,0.6125
998,やわらかい,軽い,0.6125
999,やわらかい,舞う,0.3875
1000,やわらかい,飛ぶ,0.275
1001,やわらかい,女性,0.6125
1002,やわらかい,空,0.16250000000000003
1003,やわらかい,美しさ,0.275
1004,やわらかい,儚さ,0.05
1005,やわらかい,踊り,0.33125000000000004
1006,やわらかい,スカート,0.275
1007,やわらかい,夜,0.10625000000000001
1008,やわらかい,音楽,0.10625
1009,やわらかい,回る,0.1625
1010,やわらかい,揺れる,0.6125
1011,やわらかい,舞台,0.10625
1012,冷たい,笑顔,0.21875000000000003
1013,冷たい,花,0.05
1014,冷たい,粉雪,0.6124999999999999
1015,冷たい,羽毛,0.05
1016,冷たい,蝶,0.05
1017,冷たい,踊り子,0.10625
1018,冷たい,笑う,0.10625
1019,冷たい,明るい,0.05
1020,冷たい,嬉しい,0.05
1021,冷たい,美しい,0.44375
1022,冷たい,可愛い,0.05
1023,冷たい,表情,0.5
1024,冷たい,癒し,0.05
1025,冷たい,子供,0.10625
1026,冷たい,咲く,0.05
1027,冷たい,きれい,0.33125000000000004
1028,冷たい,鮮やか,0.1625
1029,冷たい,枯れる,0.6125
1030,冷たい,植物,0.16250000000000003
1031,冷たい,成長,0.10625
1032,冷たい,水,0.78125
1033,冷たい,やわらかい,0.05
1034,冷たい,降る,0.33125000000000004
1035,冷たい,融ける,0.44375
1036,冷たい,白い,0.8375
1037,冷たい,寒い,0.95
1038,冷たい,灰色,0.66875
1039,冷たい,あたたかい,0.5
1040,冷たい,鳥,0.10625
1041,冷たい,布団,0.16250000000000003
1042,冷たい,ふわふわ,0.10625
1043,冷たい,羽,0.21875
1044,冷たい,軽い,0.10625
1045,冷たい,舞う,0.21875000000000003
1046,冷たい,飛ぶ,0.10625
1047,冷たい,女性,0.275
1048,冷たい,空,0.33125000000000004
1049,冷たい,美しさ,0.38749999999999996
1050,冷たい,儚さ,0.55625
1051,冷たい,踊り,0.10625
1052,冷たい,スカート,0.05
1053,冷たい,夜,0.725
1054,冷たい,音楽,0.16250000000000003
1055,冷たい,回る,0.05
1056,冷たい,揺れる,0.10625
1057,冷たい,舞台,0.05
1058,降る,笑顔,0.10625
1059,降る,花,0.21875
1060,降る,粉雪,0.725
1061,降る,羽毛,0.21875000000000003
1062,降る,蝶,0.10625
1063,降る,踊り子,0.10625
1064,降る,笑う,0.05
1065,降る,明るい,0.10625
1066,降る,嬉しい,0.05
1067,降る,美しい,0.275
1068,降る,可愛い,0.05
1069,降る,表情,0.10625
1070,降る,癒し,0.05
1071,降る,子供,0.05
1072,降る,咲く,0.10625
1073,降る,きれい,0.1625
1074,降る,鮮やか,0.10625
1075,降る,枯れる,0.16250000000000003
1076,降る,植物,0.1625
1077,降る,成長,0.1625
1078,降る,水,0.725
1079,降る,やわらかい,0.16250000000000003
1080,降る,冷たい,0.66875
1081,降る,融ける,0.275
1082,降る,白い,0.5
1083,降る,寒い,0.7249999999999999
1084,降る,灰色,0.5
1085,降る,あたたかい,0.05
1086,降る,鳥,0.10625
1087,降る,布団,0.05
1088,降る,ふわふわ,0.3875
1089,降る,羽,0.16250000000000003
1090,降る,軽い,0.21875000000000003
1091,降る,舞う,0.44375
1092,降る,飛ぶ,0.1625
1093,降る,女性,0.05
1094,降る,空,0.725
1095,降る,美しさ,0.16250000000000003
1096,降る,儚さ,0.33125000000000004
1097,降る,踊り,0.10625
1098,降る,スカート,0.10625
1099,降る,夜,0.33125000000000004
1100,降る,音楽,0.05
1101,降る,回る,0.10625
1102,降る,揺れる,0.05
1103,降る,舞台,0.10625
1104,融ける,笑顔,0.275
1105,融ける,花,0.10625000000000001
1106,融ける,粉雪,0.38749999999999996
1107,融ける,羽毛,0.05
1108,融ける,蝶,0.10625
1109,融ける,踊り子,0.10625000000000001
1110,融ける,笑う,0.33125000000000004
1111,融ける,明るい,0.21875
1112,融ける,嬉しい,0.21875
1113,融ける,美しい,0.33125000000000004
1114,融ける,可愛い,0.21875
1115,融ける,表情,0.10625
1116,融ける,癒し,0.38749999999999996
1117,融ける,子供,0.05
1118,融ける,咲く,0.275
1119,融ける,きれい,0.275
1120,融ける,鮮やか,0.1625
1121,融ける,枯れる,0.16250000000000003
1122,融ける,植物,0.1625
1123,融ける,成長,0.1625
1124,融ける,水,0.7250000000000001
1125,融ける,やわらかい,0.55625
1126,融ける,冷たい,0.38749999999999996
1127,融ける,降る,0.05
1128,融ける,白い,0.3875
1129,融ける,寒い,0.33125000000000004
1130,融ける,灰色,0.21875000000000003
1131,融ける,あたたかい,0.6125
1132,融ける,鳥,0.10625000000000001
1133,融ける,布団,0.05
1134,融ける,ふわふわ,0.1625
1135,融ける,羽,0.21875
1136,融ける,軽い,0.21875
1137,融ける,舞う,0.10625000000000001
1138,融ける,飛ぶ,0.1625
1139,融ける,女性,0.05
1140,融ける,空,0.33125000000000004
1141,融ける,美しさ,0.21875
1142,融ける,儚さ,0.55625
1143,融ける,踊り,0.05
1144,融ける,スカート,0.05
1145,融ける,夜,0.21875000000000003
1146,融ける,音楽,0.05
1147,融ける,回る,0.16250000000000003
1148,融ける,揺れる,0.1625
1149,融ける,舞台,0.05
1150,白い,笑顔,0.275
1151,白い,花,0.55625
1152,白い,粉雪,0.725
1153,白い,羽毛,0.66875
1154,白い,蝶,0.33125
1155,白い,踊り子,0.10625
1156,白い,笑う,0.1625
1157,白い,明るい,0.89375
1158,白い,嬉しい,0.1625
1159,白い,美しい,0.66875
1160,白い,可愛い,0.275
1161,白い,表情,0.16250000000000003
1162,白い,癒し,0.44375000000000003
1163,白い,子供,0.10625
1164,白い,咲く,0.21875
1165,白い,きれい,0.725
1166,白い,鮮やか,0.5
1167,白い,枯れる,0.33125000000000004
1168,白い,植物,0.33125000000000004
1169,白い,成長,0.16250000000000003
1170,白い,水,0.16250000000000003
1171,白い,やわらかい,0.44375
1172,白い,冷たい,0.8375
1173,白い,降る,0.33125000000000004
1174,白い,融ける,0.33125000000000004
1175,白い,寒い,0.8375
1176,白い,灰色,0.6687500000000001
1177,白い,あたたかい,0.275
1178,白い,鳥,0.21875000000000003
1179,白い,布団,0.3875
1180,白い,ふわふわ,0.66875
1181,白い,羽,0.5
1182,白い,軽い,0.6124999999999999
1183,白い,舞う,0.33125000000000004
1184,白い,飛ぶ,0.10625
1185,白い,女性,0.275
1186,白い,空,0.5
1187,白い,美しさ,0.725
1188,白い,儚さ,0.33125000000000004
1189,白い,踊り,0.10625
1190,白い,スカート,0.21875000000000003
1191,白い,夜,0.1625
1192,白い,音楽,0.05
1193,白い,回る,0.05
1194,白い,揺れる,0.1625
1195,白い,舞台,0.21875000000000003
1196,寒い,笑顔,0.1625
1197,寒い,花,0.21875000000000003
1198,寒い,粉雪,0.8375
1199,寒い,羽毛,0.33125
1200,寒い,蝶,0.1625
1201,寒い,踊り子,0.05
1202,寒い,笑う,0.10625000000000001
1203,寒い,明るい,0.10625000000000001
1204,寒い,嬉しい,0.05
1205,寒い,美しい,0.3875
1206,寒い,可愛い,0.05
1207,寒い,表情,0.275
1208,寒い,癒し,0.05
1209,寒い,子供,0.275
1210,寒い,咲く,0.05
1211,寒い,きれい,0.5
1212,寒い,鮮やか,0.275
1213,寒い,枯れる,0.89375
1214,寒い,植物,0.1625
1215,寒い,成長,0.1625
1216,寒い,水,0.6125
1217,寒い,やわらかい,0.05
1218,寒い,冷たい,0.95
1219,寒い,降る,0.66875
1220,寒い,融ける,0.1625
1221,寒い,白い,0.89375
1222,寒い,灰色,0.725
1223,寒い,あたたかい,0.38749999999999996
1224,寒い,鳥,0.1625
1225,寒い,布団,0.6687500000000001
1226,寒い,ふわふわ,0.16250000000000003
1227,寒い,羽,0.21875
1228,寒い,軽い,0.33125000000000004
1229,寒い,舞う,0.10625000000000001
1230,寒い,飛ぶ,0.10625
1231,寒い,女性,0.10625
1232,寒い,空,0.38749999999999996
1233,寒い,美しさ,0.275
1234,寒い,儚さ,0.44375
1235,寒い,踊り,0.10625
1236,寒い,スカート,0.275
1237,寒い,夜,0.6124999999999999
1238,寒い,音楽,0.10625
1239,寒い,回る,0.10625
1240,寒い,揺れる,0.10625
1241,寒い,舞台,0.1625
1242,灰色,笑顔,0.05
1243,灰色,花,0.16250000000000003
1244,灰色,粉雪,0.33125000000000004
1245,灰色,羽毛,0.275
1246,灰色,蝶,0.16250000000000003
1247,灰色,踊り子,0.10625
1248,灰色,笑う,0.05
1249,灰色,明るい,0.10625000000000001
1250,灰色,嬉しい,0.05
1251,灰色,美しい,0.1625
1252,灰色,可愛い,0.05
1253,灰色,表情,0.05
1254,灰色,癒し,0.05
1255,灰色,子供,0.05
1256,灰色,咲く,0.05
1257,灰色,きれい,0.05
1258,灰色,鮮やか,0.05
1259,灰色,枯れる,0.725
1260,灰色,植物,0.10625
1261,灰色,成長,0.05
1262,灰色,水,0.05
1263,灰色,やわらかい,0.05
1264,灰色,冷たい,0.725
1265,灰色,降る,0.21875
1266,灰色,融ける,0.10625000000000001
1267,灰色,白い,0.5562499999999999
1268,灰色,寒い,0.78125
1269,灰色,あたたかい,0.05
1270,灰色,鳥,0.16250000000000003
1271,灰色,布団,0.10625000000000001
1272,灰色,ふわふわ,0.275
1273,灰色,羽,0.3875
1274,灰色,軽い,0.33125000000000004
1275,灰色,舞う,0.21875000000000003
1276,灰色,飛ぶ,0.16250000000000003
1277,灰色,女性,0.05
1278,灰色,空,0.66875
1279,灰色,美しさ,0.10625
1280,灰色,儚さ,0.55625
1281,灰色,踊り,0.05
1282,灰色,スカート,0.10625
1283,灰色,夜,0.55625
1284,灰色,音楽,0.05
1285,灰色,回る,0.10625
1286,灰色,揺れる,0.05
1287,灰色,舞台,0.10625
1288,あたたかい,笑顔,0.66875
1289,あたたかい,花,0.6125
1290,あたたかい,粉雪,0.05
1291,あたたかい,羽毛,0.725
1292,あたたかい,蝶,0.33125000000000004
1293,あたたかい,踊り子,0.275
1294,あたたかい,笑う,0.725
1295,あたたかい,明るい,0.8375
1296,あたたかい,嬉しい,0.725
1297,あたたかい,美しい,0.275
1298,あたたかい,可愛い,0.275
1299,あたたかい,表情,0.725
1300,あたたかい,癒し,0.78125
1301,あたたかい,子供,0.66875
1302,あたたかい,咲く,0.44375
1303,あたたかい,きれい,0.16250000000000003
1304,あたたかい,鮮やか,0.33125000000000004
1305,あたたかい,枯れる,0.10625
1306,あたたかい,植物,0.33125
1307,あたたかい,成長,0.44375
1308,あたたかい,水,0.33125
1309,あたたかい,やわらかい,0.78125
1310,あたたかい,冷たい,0.6125
1311,あたたかい,降る,0.1625
1312,あたたかい,融ける,0.55625
1313,あたたかい,白い,0.33125000000000004
1314,あたたかい,寒い,0.21875
1315,あたたかい,灰色,0.05
1316,あたたかい,鳥,0.33125
1317,あたたかい,布団,0.89375
1318,あたたかい,ふわふわ,0.78125
1319,あたたかい,羽,0.55625
1320,あたたかい,軽い,0.275
1321,あたたかい,舞う,0.275
1322,あたたかい,飛ぶ,0.33125000000000004
1323,あたたかい,女性,0.66875
1324,あたたかい,空,0.44375
1325,あたたかい,美しさ,0.275
1326,あたたかい,儚さ,0.10625
1327,あたたかい,踊り,0.38749999999999996
1328,あたたかい,スカート,0.16250000000000003
1329,あたたかい,夜,0.1625
1330,あたたかい,音楽,0.33125
1331,あたたかい,回る,0.10625000000000001
1332,あたたかい,揺れる,0.1625
1333,あたたかい,舞台,0.16250000000000003
1334,鳥,笑顔,0.275
1335,鳥,花,0.38749999999999996
1336,鳥,粉雪,0.05
1337,鳥,羽毛,0.89375
1338,鳥,蝶,0.33125000000000004
1339,鳥,踊り子,0.5
1340,鳥,笑う,0.275
1341,鳥,明るい,0.275
1342,鳥,嬉しい,0.3875
1343,鳥,美しい,0.725
1344,鳥,可愛い,0.6687500000000001
1345,鳥,表情,0.21875000000000003
1346,鳥,癒し,0.44375
1347,鳥,子供,0.21875000000000003
1348,鳥,咲く,0.05
1349,鳥,きれい,0.44375
1350,鳥,鮮やか,0.3875
1351,鳥,枯れる,0.05
1352,鳥,植物,0.5
1353,鳥,成長,0.6125
1354,鳥,水,0.275
1355,鳥,やわらかい,0.55625
1356,鳥,冷たい,0.10625
1357,鳥,降る,0.10625
1358,鳥,融ける,0.05
1359,鳥,白い,0.33125
1360,鳥,寒い,0.1625
1361,鳥,灰色,0.3875
1362,鳥,あたたかい,0.3875
1363,鳥,布団,0.05
1364,鳥,ふわふわ,0.55625
1365,鳥,羽,0.95
1366,鳥,軽い,0.38749999999999996
1367,鳥,舞う,0.5
1368,鳥,飛ぶ,0.95
1369,鳥,女性,0.33125000000000004
1370,鳥,空,0.78125
1371,鳥,美しさ,0.725
1372,鳥,儚さ,0.21875000000000003
1373,鳥,踊り,0.5
1374,鳥,スカート,0.10625
1375,鳥,夜,0.16250000000000003
1376,鳥,音楽,0.5
1377,鳥,回る,0.44375
1378,鳥,揺れる,0.10625
1379,鳥,舞台,0.16250000000000003
1380,布団,笑顔,0.21875000000000003
1381,布団,花,0.16250000000000003
1382,布団,粉雪,0.1625
1383,布団,羽毛,0.8937499999999999
1384,布団,蝶,0.05
1385,布団,踊り子,0.10625000000000001
1386,布団,笑う,0.10625000000000001
1387,布団,明るい,0.1625
1388,布団,嬉しい,0.33125000000000004
1389,布団,美しい,0.05
1390,布団,可愛い,0.05
1391,布団,表情,0.05
1392,布団,癒し,0.66875
1393,布団,子供,0.5
1394,布団,咲く,0.05
1395,布団,きれい,0.275
1396,布団,鮮やか,0.10625000000000001
1397,布団,枯れる,0.05
1398,布団,植物,0.05
1399,布団,成長,0.10625000000000001
1400,布団,水,0.10625
1401,布団,やわらかい,0.89375
1402,布団,冷たい,0.21875
1403,布団,降る,0.05
1404,布団,融ける,0.1625
1405,布団,白い,0.6125
1406,布団,寒い,0.33125
1407,布団,灰色,0.10625000000000001
1408,布団,あたたかい,0.95
1409,布団,鳥,0.33125000000000004
1410,布団,ふわふわ,0.95
1411,布団,羽,0.55625
1412,布団,軽い,0.33125
1413,布団,舞う,0.05
1414,布団,飛ぶ,0.1625
1415,布団,女性,0.38749999999999996
1416,布団,空,0.16250000000000003
1417,布団,美しさ,0.10625000000000001
1418,布団,儚さ,0.05
1419,布団,踊り,0.05
1420,布団,スカート,0.05
1421,布団,夜,0.8374999999999999
1422,布団,音楽,0.05
1423,布団,回る,0.05
1424,布団,揺れる,0.10625
1425,布団,舞台,0.05
1426,ふわふわ,笑顔,0.6125
1427,ふわふわ,花,0.3875
1428,ふわふわ,粉雪,0.55625
1429,ふわふわ,羽毛,0.78125
1430,ふわふわ,蝶,0.44375
1431,ふわふわ,踊り子,0.33125000000000004
1432,ふわふわ,笑う,0.33125000000000004
1433,ふわふわ,明るい,0.5
1434,ふわふわ,嬉しい,0.3875
1435,ふわふわ,美しい,0.21875000000000003
1436,ふわふわ,可愛い,0.78125
1437,ふわふわ,表情,0.1625
1438,ふわふわ,癒し,0.8375
1439,ふわふわ,子供,0.6125
1440,ふわふわ,咲く,0.16250000000000003
1441,ふわふわ,きれい,0.44375
1442,ふわふわ,鮮やか,0.05
1443,ふわふわ,枯れる,0.10625000000000001
1444,ふわふわ,植物,0.10625000000000001
1445,ふわふわ,成長,0.275
1446,ふわふわ,水,0.05
1447,ふわふわ,やわらかい,0.89375
1448,ふわふわ,冷たい,0.05
1449,ふわふわ,降る,0.33125
1450,ふわふわ,融ける,0.3875
1451,ふわふわ,白い,0.78125
1452,ふわふわ,寒い,0.21875000000000003
1453,ふわふわ,灰色,0.05
1454,ふわふわ,あたたかい,0.78125
1455,ふわふわ,鳥,0.44375
1456,ふわふわ,布団,0.8374999999999999
1457,ふわふわ,羽,0.78125
1458,ふわふわ,軽い,0.66875
1459,ふわふわ,舞う,0.725
1460,ふわふわ,飛ぶ,0.5562499999999999
1461,ふわふわ,女性,0.38749999999999996
1462,ふわふわ,空,0.275
1463,ふわふわ,美しさ,0.275
1464,ふわふわ,儚さ,0.10625
1465,ふわふわ,踊り,0.275
1466,ふわふわ,スカート,0.275
1467,ふわふわ,夜,0.10625
1468,ふわふわ,音楽,0.05
1469,ふわふわ,回る,0.33125000000000004
1470,ふわふわ,揺れる,0.44375
1471,ふわふわ,舞台,0.16250000000000003
1472,羽,笑顔,0.3875
1473,羽,花,0.16250000000000003
1474,羽,粉雪,0.33125000000000004
1475,羽,羽毛,0.95
1476,羽,蝶,0.55625
1477,羽,踊り子,0.275
1478,羽,笑う,0.10625
1479,羽,明るい,0.1625
1480,羽,嬉しい,0.21875
1481,羽,美しい,0.55625
1482,羽,可愛い,0.275
1483,羽,表情,0.10625
1484,羽,癒し,0.6125
1485,羽,子供,0.33125000000000004
1486,羽,咲く,0.10625
1487,羽,きれい,0.6125
1488,羽,鮮やか,0.33125
1489,羽,枯れる,0.10625
1490,羽,植物,0.05
1491,羽,成長,0.33125000000000004
1492,羽,水,0.10625000000000001
1493,羽,やわらかい,0.725
1494,羽,冷たい,0.05
1495,羽,降る,0.21875000000000003
1496,羽,融ける,0.1625
1497,羽,白い,0.6125
1498,羽,寒い,0.10625
1499,羽,灰色,0.3875
1500,羽,あたたかい,0.55625
1501,羽,鳥,0.78125
1502,羽,布団,0.725
1503,羽,ふわふわ,0.89375
1504,羽,軽い,0.89375
1505,羽,舞う,0.78125
1506,羽,飛ぶ,0.95
1507,羽,女性,0.44375
1508,羽,空,0.66875
1509,羽,美しさ,0.5
1510,羽,儚さ,0.275
1511,羽,踊り,0.3875
1512,羽,スカート,0.10625
1513,羽,夜,0.21875
1514,羽,音楽,0.16250000000000003
1515,羽,回る,0.275
1516,羽,揺れる,0.55625
1517,羽,舞台,0.275
1518,軽い,笑顔,0.275
1519,軽い,花,0.33125000000000004
1520,軽い,粉雪,0.66875
1521,軽い,羽毛,0.78125
1522,軽い,蝶,0.33125000000000004
1523,軽い,踊り子,0.21875000000000003
1524,軽い,笑う,0.21875
1525,軽い,明るい,0.44375
1526,軽い,嬉しい,0.275
1527,軽い,美しい,0.05
1528,軽い,可愛い,0.33125000000000004
1529,軽い,表情,0.16250000000000003
1530,軽い,癒し,0.1625
1531,軽い,子供,0.66875
1532,軽い,咲く,0.10625
1533,軽い,きれい,0.05
1534,軽い,鮮やか,0.275
1535,軽い,枯れる,0.16250000000000003
1536,軽い,植物,0.21875000000000003
1537,軽い,成長,0.21875
1538,軽い,水,0.10625
1539,軽い,やわらかい,0.5
1540,軽い,冷たい,0.33125000000000004
1541,軽い,降る,0.33125000000000004
1542,軽い,融ける,0.33125000000000004
1543,軽い,白い,0.66875
1544,軽い,寒い,0.21875000000000003
1545,軽い,灰色,0.33125000000000004
1546,軽い,あたたかい,0.33125000000000004
1547,軽い,鳥,0.33125000000000004
1548,軽い,布団,0.275
1549,軽い,ふわふわ,0.78125
1550,軽い,羽,0.89375
1551,軽い,舞う,0.8375
1552,軽い,飛ぶ,0.66875
1553,軽い,女性,0.44375
1554,軽い,空,0.33125000000000004
1555,軽い,美しさ,0.1625
1556,軽い,儚さ,0.44375
1557,軽い,踊り,0.16250000000000003
1558,軽い,スカート,0.21875000000000003
1559,軽い,夜,0.10625
1560,軽い,音楽,0.10625
1561,軽い,回る,0.33125000000000004
1562,軽い,揺れる,0.55625
1563,軽い,舞台,0.10625
1564,舞う,笑顔,0.5
1565,舞う,花,0.44375
1566,舞う,粉雪,0.78125
1567,舞う,羽毛,0.6124999999999999
1568,舞う,蝶,0.725
1569,舞う,踊り子,0.78125
1570,舞う,笑う,0.3875
1571,舞う,明るい,0.55625
1572,舞う,嬉しい,0.6125
1573,舞う,美しい,0.78125
1574,舞う,可愛い,0.3875
1575,舞う,表情,0.3875
1576,舞う,癒し,0.33125000000000004
1577,舞う,子供,0.21875000000000003
1578,舞う,咲く,0.38750000000000007
1579,舞う,きれい,0.8374999999999999
1580,舞う,鮮やか,0.44375
1581,舞う,枯れる,0.10625
1582,舞う,植物,0.10625
1583,舞う,成長,0.21875000000000003
1584,舞う,水,0.275
1585,舞う,やわらかい,0.6125
1586,舞う,冷たい,0.10625
1587,舞う,降る,0.33125000000000004
1588,舞う,融ける,0.21875
1589,舞う,白い,0.5
1590,舞う,寒い,0.21875000000000003
1591,舞う,灰色,0.16250000000000003
1592,舞う,あたたかい,0.21875000000000003
1593,舞う,鳥,0.55625
1594,舞う,布団,0.05
1595,舞う,ふわふわ,0.725
1596,舞う,羽,0.55625
1597,舞う,軽い,0.5
1598,舞う,飛ぶ,0.44375000000000003
1599,舞う,女性,0.725
1600,舞う,空,0.6125
1601,舞う,美しさ,0.78125
1602,舞う,儚さ,0.3875
1603,舞う,踊り,0.89375
1604,舞う,スカート,0.55625
1605,舞う,夜,0.44375
1606,舞う,音楽,0.55625
1607,舞う,回る,0.5
1608,舞う,揺れる,0.5
1609,舞う,舞台,0.8375
1610,飛ぶ,笑顔,0.16250000000000003
1611,飛ぶ,花,0.1625
1612,飛ぶ,粉雪,0.275
1613,飛ぶ,羽毛,0.55625
1614,飛ぶ,蝶,0.725
1615,飛ぶ,踊り子,0.16250000000000003
1616,飛ぶ,笑う,0.10625000000000001
1617,飛ぶ,明るい,0.21875000000000003
1618,飛ぶ,嬉しい,0.3875
1619,飛ぶ,美しい,0.33125000000000004
1620,飛ぶ,可愛い,0.1625
1621,飛ぶ,表情,0.10625
1622,飛ぶ,癒し,0.05
1623,飛ぶ,子供,0.275
1624,飛ぶ,咲く,0.05
1625,飛ぶ,きれい,0.21875000000000003
1626,飛ぶ,鮮やか,0.10625
1627,飛ぶ,枯れる,0.05
1628,飛ぶ,植物,0.05
1629,飛ぶ,成長,0.3875
1630,飛ぶ,水,0.05
1631,飛ぶ,やわらかい,0.21875000000000003
1632,飛ぶ,冷たい,0.10625
1633,飛ぶ,降る,0.21875000000000003
1634,飛ぶ,融ける,0.05
1635,飛ぶ,白い,0.16250000000000003
1636,飛ぶ,寒い,0.10625
1637,飛ぶ,灰色,0.275
1638,飛ぶ,あたたかい,0.10625
1639,飛ぶ,鳥,0.8374999999999999
1640,飛ぶ,布団,0.1625
1641,飛ぶ,ふわふわ,0.55625
1642,飛ぶ,羽,0.78125
1643,飛ぶ,軽い,0.725
1644,飛ぶ,舞う,0.6125
1645,飛ぶ,女性,0.05
1646,飛ぶ,空,0.89375
1647,飛ぶ,美しさ,0.3875
1648,飛ぶ,儚さ,0.33125000000000004
1649,飛ぶ,踊り,0.33125000000000004
1650,飛ぶ,スカート,0.10625
1651,飛ぶ,夜,0.1625
1652,飛ぶ,音楽,0.1625
1653,飛ぶ,回る,0.38749999999999996
1654,飛ぶ,揺れる,0.21875000000000003
1655,飛ぶ,舞台,0.38750000000000007
1656,女性,笑顔,0.8375
1657,女性,花,0.725
1658,女性,粉雪,0.05
1659,女性,羽毛,0.1625
1660,女性,蝶,0.66875
1661,女性,踊り子,0.6124999999999999
1662,女性,笑う,0.725
1663,女性,明るい,0.6125
1664,女性,嬉しい,0.5
1665,女性,美しい,0.89375
1666,女性,可愛い,0.8937499999999999
1667,女性,表情,0.55625
1668,女性,癒し,0.725
1669,女性,子供,0.5
1670,女性,咲く,0.5
1671,女性,きれい,0.8374999999999999
1672,女性,鮮やか,0.5
1673,女性,枯れる,0.1625
1674,女性,植物,0.33125000000000004
1675,女性,成長,0.55625
1676,女性,水,0.1625
1677,女性,やわらかい,0.6687500000000001
1678,女性,冷たい,0.21875000000000003
1679,女性,降る,0.05
1680,女性,融ける,0.1625
1681,女性,白い,0.5
1682,女性,寒い,0.1625
1683,女性,灰色,0.10625
1684,女性,あたたかい,0.78125
1685,女性,鳥,0.44375
1686,女性,布団,0.21875000000000003
1687,女性,ふわふわ,0.6125
1688,女性,羽,0.3875
1689,女性,軽い,0.44375
1690,女性,舞う,0.3875
1691,女性,飛ぶ,0.10625
1692,女性,空,0.16250000000000003
